t,phase,q1,q2,q3,q4,q5,tip_x,tip_y,tip_z,error,depth
36.1,retraction,0.608861,0.015,-0.310855,0.349066,0.050913,0.540145,0.015,0.100345,0.058898,0.019655
36.15,retraction,0.608861,0.015,-0.310855,0.349066,0.050414,0.540316,0.015,0.100815,0.059397,0.019185
36.2,retraction,0.608861,0.015,-0.310855,0.349066,0.049915,0.540486,0.015,0.101284,0.059896,0.018716
36.25,retraction,0.608861,0.015,-0.310855,0.349066,0.049416,0.540657,0.015,0.101753,0.060395,0.018247
36.3,retraction,0.608861,0.015,-0.310855,0.349066,0.048917,0.540828,0.015,0.102222,0.060894,0.017778
36.35,retraction,0.608861,0.015,-0.310855,0.349066,0.048418,0.540999,0.015,0.102691,0.061393,0.017309
36.4,retraction,0.608861,0.015,-0.310855,0.349066,0.047919,0.541169,0.015,0.10316,0.061893,0.01684
36.45,retraction,0.608861,0.015,-0.310855,0.349066,0.047419,0.54134,0.015,0.103629,0.062392,0.016371
36.5,retraction,0.608861,0.015,-0.310855,0.349066,0.04692,0.541511,0.015,0.104098,0.062891,0.015902
36.55,retraction,0.608861,0.015,-0.310855,0.349066,0.046421,0.541681,0.015,0.104567,0.06339,0.015433
36.6,retraction,0.608861,0.015,-0.310855,0.349066,0.045922,0.541852,0.015,0.105036,0.063889,0.014964
36.65,retraction,0.608861,0.015,-0.310855,0.349066,0.045423,0.542023,0.015,0.105505,0.064388,0.014495
36.7,retraction,0.608861,0.015,-0.310855,0.349066,0.044924,0.542194,0.015,0.105974,0.064888,0.014026
36.75,retraction,0.608861,0.015,-0.310855,0.349066,0.044424,0.542364,0.015,0.106443,0.065387,0.013557
36.8,retraction,0.608861,0.015,-0.310855,0.349066,0.043925,0.542535,0.015,0.106912,0.065886,0.013088
36.85,retraction,0.608861,0.015,-0.310855,0.349066,0.043426,0.542706,0.015,0.107381,0.066385,0.012619
36.9,retraction,0.608861,0.015,-0.310855,0.349066,0.042927,0.542876,0.015,0.10785,0.066884,0.01215
36.95,retraction,0.608861,0.015,-0.310855,0.349066,0.042428,0.543047,0.015,0.108319,0.067383,0.011681
37.0,retraction,0.608861,0.015,-0.310855,0.349066,0.041929,0.543218,0.015,0.108788,0.067882,0.011212
37.05,retraction,0.608861,0.015,-0.310855,0.349066,0.04143,0.543389,0.015,0.109257,0.068382,0.010743
37.1,retraction,0.608861,0.015,-0.310855,0.349066,0.04093,0.543559,0.015,0.109726,0.068881,0.010274
37.15,retraction,0.608861,0.015,-0.310855,0.349066,0.040431,0.54373,0.015,0.110196,0.06938,0.009804
37.2,retraction,0.608861,0.015,-0.310855,0.349066,0.039932,0.543901,0.015,0.110665,0.069879,0.009335
37.25,retraction,0.608861,0.015,-0.310855,0.349066,0.039433,0.544072,0.015,0.111134,0.070378,0.008866
37.3,retraction,0.608861,0.015,-0.310855,0.349066,0.038934,0.544242,0.015,0.111603,0.070877,0.008397
37.35,retraction,0.608861,0.015,-0.310855,0.349066,0.038435,0.544413,0.015,0.112072,0.071377,0.007928
37.4,retraction,0.608861,0.015,-0.310855,0.349066,0.037936,0.544584,0.015,0.112541,0.071876,0.007459
37.45,retraction,0.608861,0.015,-0.310855,0.349066,0.037436,0.544754,0.015,0.11301,0.072375,0.00699
37.5,retraction,0.608861,0.015,-0.310855,0.349066,0.036937,0.544925,0.015,0.113479,0.072874,0.006521
37.55,retraction,0.608861,0.015,-0.310855,0.349066,0.036438,0.545096,0.015,0.113948,0.073373,0.006052
37.6,retraction,0.608861,0.015,-0.310855,0.349066,0.035939,0.545267,0.015,0.114417,0.073872,0.005583
37.65,retraction,0.608861,0.015,-0.310855,0.349066,0.03544,0.545437,0.015,0.114886,0.074371,0.005114
37.7,retraction,0.608861,0.015,-0.310855,0.349066,0.034941,0.545608,0.015,0.115355,0.074871,0.004645
37.75,retraction,0.608861,0.015,-0.310855,0.349066,0.034441,0.545779,0.015,0.115824,0.07537,0.004176
37.8,retraction,0.608861,0.015,-0.310855,0.349066,0.033942,0.545949,0.015,0.116293,0.075869,0.003707
37.85,retraction,0.608861,0.015,-0.310855,0.349066,0.033443,0.54612,0.015,0.116762,0.076368,0.003238
37.9,retraction,0.608861,0.015,-0.310855,0.349066,0.032944,0.546291,0.015,0.117231,0.076867,0.002769
37.95,retraction,0.608861,0.015,-0.310855,0.349066,0.032445,0.546462,0.015,0.1177,0.077366,0.0023
38.0,retraction,0.608861,0.015,-0.310855,0.349066,0.031946,0.546632,0.015,0.118169,0.077865,0.001831
38.05,retraction,0.608861,0.015,-0.310855,0.349066,0.031447,0.546803,0.015,0.118638,0.078365,0.001362
38.1,retraction,0.608861,0.015,-0.310855,0.349066,0.030947,0.546974,0.015,0.119107,0.078864,0.000893
38.15,retraction,0.608861,0.015,-0.310855,0.349066,0.030448,0.547144,0.015,0.119576,0.079363,0.000424
38.2,retraction,0.608861,0.015,-0.310855,0.349066,0.029949,0.547315,0.015,0.120046,0.079862,-4.6e-05
38.25,retraction,0.608861,0.015,-0.310855,0.349066,0.02945,0.547486,0.015,0.120515,0.080361,-0.000515
38.3,retraction,0.608861,0.015,-0.310855,0.349066,0.028951,0.547657,0.015,0.120984,0.08086,-0.000984
38.35,retraction,0.608861,0.015,-0.310855,0.349066,0.028452,0.547827,0.015,0.121453,0.08136,-0.001453
38.4,retraction,0.608861,0.015,-0.310855,0.349066,0.027952,0.547998,0.015,0.121922,0.081859,-0.001922
38.45,retraction,0.608861,0.015,-0.310855,0.349066,0.027453,0.548169,0.015,0.122391,0.082358,-0.002391
38.5,retraction,0.608861,0.015,-0.310855,0.349066,0.026954,0.548339,0.015,0.12286,0.082857,-0.00286
38.55,retraction,0.608861,0.015,-0.310855,0.349066,0.026455,0.54851,0.015,0.123329,0.083356,-0.003329
38.6,retraction,0.608861,0.015,-0.310855,0.349066,0.025956,0.548681,0.015,0.123798,0.083855,-0.003798
38.65,retraction,0.608861,0.015,-0.310855,0.349066,0.025457,0.548852,0.015,0.124267,0.084354,-0.004267
38.7,retraction,0.608861,0.015,-0.310855,0.349066,0.024958,0.549022,0.015,0.124736,0.084854,-0.004736
38.75,retraction,0.608861,0.015,-0.310855,0.349066,0.024458,0.549193,0.015,0.125205,0.085353,-0.005205
38.8,retraction,0.608861,0.015,-0.310855,0.349066,0.023959,0.549364,0.015,0.125674,0.085852,-0.005674
38.85,retraction,0.608861,0.015,-0.310855,0.349066,0.02346,0.549535,0.015,0.126143,0.086351,-0.006143
38.9,retraction,0.608861,0.015,-0.310855,0.349066,0.022961,0.549705,0.015,0.126612,0.08685,-0.006612
38.95,retraction,0.608861,0.015,-0.310855,0.349066,0.022462,0.549876,0.015,0.127081,0.087349,-0.007081
39.0,retraction,0.608861,0.015,-0.310855,0.349066,0.021963,0.550047,0.015,0.12755,0.087849,-0.00755
39.05,retraction,0.608861,0.015,-0.310855,0.349066,0.021464,0.550217,0.015,0.128019,0.088348,-0.008019
39.1,retraction,0.608861,0.015,-0.310855,0.349066,0.020964,0.550388,0.015,0.128488,0.088847,-0.008488
39.15,retraction,0.608861,0.015,-0.310855,0.349066,0.020465,0.550559,0.015,0.128957,0.089346,-0.008957
39.2,retraction,0.608861,0.015,-0.310855,0.349066,0.019966,0.55073,0.015,0.129427,0.089845,-0.009427
39.25,retraction,0.608861,0.015,-0.310855,0.349066,0.019467,0.5509,0.015,0.129896,0.090344,-0.009896
39.3,retraction,0.608861,0.015,-0.310855,0.349066,0.018968,0.551071,0.015,0.130365,0.090843,-0.010365
39.35,retraction,0.608861,0.015,-0.310855,0.349066,0.018469,0.551242,0.015,0.130834,0.091343,-0.010834
39.4,retraction,0.608861,0.015,-0.310855,0.349066,0.017969,0.551412,0.015,0.131303,0.091842,-0.011303
39.45,retraction,0.608861,0.015,-0.310855,0.349066,0.01747,0.551583,0.015,0.131772,0.092341,-0.011772
39.5,retraction,0.608861,0.015,-0.310855,0.349066,0.016971,0.551754,0.015,0.132241,0.09284,-0.012241
39.55,retraction,0.608861,0.015,-0.310855,0.349066,0.016472,0.551925,0.015,0.13271,0.093339,-0.01271
39.6,retraction,0.608861,0.015,-0.310855,0.349066,0.015973,0.552095,0.015,0.133179,0.093838,-0.013179
39.65,retraction,0.608861,0.015,-0.310855,0.349066,0.015474,0.552266,0.015,0.133648,0.094337,-0.013648
39.7,retraction,0.608861,0.015,-0.310855,0.349066,0.014975,0.552437,0.015,0.134117,0.094837,-0.014117
39.75,retraction,0.608861,0.015,-0.310855,0.349066,0.014475,0.552607,0.015,0.134586,0.095336,-0.014586
39.8,retraction,0.608861,0.015,-0.310855,0.349066,0.013976,0.552778,0.015,0.135055,0.095835,-0.015055
39.85,retraction,0.608861,0.015,-0.310855,0.349066,0.013477,0.552949,0.015,0.135524,0.096334,-0.015524
39.9,retraction,0.608861,0.015,-0.310855,0.349066,0.012978,0.55312,0.015,0.135993,0.096833,-0.015993
39.95,retraction,0.608861,0.015,-0.310855,0.349066,0.012479,0.55329,0.015,0.136462,0.097332,-0.016462
40.0,retraction,0.608861,0.015,-0.310855,0.349066,0.01198,0.553461,0.015,0.136931,0.097832,-0.016931
40.05,retraction,0.608861,0.015,-0.310855,0.349066,0.01148,0.553632,0.015,0.1374,0.098331,-0.0174
40.1,retraction,0.608861,0.015,-0.310855,0.349066,0.010981,0.553803,0.015,0.137869,0.09883,-0.017869
40.15,retraction,0.608861,0.015,-0.310855,0.349066,0.010482,0.553973,0.015,0.138338,0.099329,-0.018338
40.2,retraction,0.608861,0.015,-0.310855,0.349066,0.009983,0.554144,0.015,0.138808,0.099828,-0.018808
40.25,retraction,0.608861,0.015,-0.310855,0.349066,0.009484,0.554315,0.015,0.139277,0.100327,-0.019277
40.3,retraction,0.608861,0.015,-0.310855,0.349066,0.008985,0.554485,0.015,0.139746,0.100826,-0.019746
40.35,retraction,0.608861,0.015,-0.310855,0.349066,0.008486,0.554656,0.015,0.140215,0.101326,-0.020215
40.4,retraction,0.608861,0.015,-0.310855,0.349066,0.007986,0.554827,0.015,0.140684,0.101825,-0.020684
40.45,retraction,0.608861,0.015,-0.310855,0.349066,0.007487,0.554998,0.015,0.141153,0.102324,-0.021153
40.5,retraction,0.608861,0.015,-0.310855,0.349066,0.006988,0.555168,0.015,0.141622,0.102823,-0.021622
40.55,retraction,0.608861,0.015,-0.310855,0.349066,0.006489,0.555339,0.015,0.142091,0.103322,-0.022091
40.6,retraction,0.608861,0.015,-0.310855,0.349066,0.00599,0.55551,0.015,0.14256,0.103821,-0.02256
40.65,retraction,0.608861,0.015,-0.310855,0.349066,0.005491,0.55568,0.015,0.143029,0.104321,-0.023029
40.7,retraction,0.608861,0.015,-0.310855,0.349066,0.004992,0.555851,0.015,0.143498,0.10482,-0.023498
40.75,retraction,0.608861,0.015,-0.310855,0.349066,0.004492,0.556022,0.015,0.143967,0.105319,-0.023967
40.8,retraction,0.608861,0.015,-0.310855,0.349066,0.003993,0.556193,0.015,0.144436,0.105818,-0.024436
40.85,retraction,0.608861,0.015,-0.310855,0.349066,0.003494,0.556363,0.015,0.144905,0.106317,-0.024905
40.9,retraction,0.608861,0.015,-0.310855,0.349066,0.002995,0.556534,0.015,0.145374,0.106816,-0.025374
40.95,retraction,0.608861,0.015,-0.310855,0.349066,0.002496,0.556705,0.015,0.145843,0.107315,-0.025843
41.0,retraction,0.608861,0.015,-0.310855,0.349066,0.001997,0.556875,0.015,0.146312,0.107815,-0.026312
41.05,retraction,0.608861,0.015,-0.310855,0.349066,0.001497,0.557046,0.015,0.146781,0.108314,-0.026781
41.1,retraction,0.608861,0.015,-0.310855,0.349066,0.000998,0.557217,0.015,0.14725,0.108813,-0.02725
41.15,retraction,0.608861,0.015,-0.310855,0.349066,0.000499,0.557388,0.015,0.147719,0.109312,-0.027719
41.2,retraction,0.608861,0.015,-0.310855,0.349066,0.0,0.557558,0.015,0.148188,0.109811,-0.028188
41.25,homing,0.608806,0.014998,-0.310827,0.349019,0.0,0.55751,0.014998,0.148215,0.109819,-0.028215
41.3,homing,0.60864,0.014992,-0.310741,0.348877,0.0,0.557364,0.014992,0.148293,0.109843,-0.028293
41.35,homing,0.608363,0.014982,-0.310599,0.348641,0.0,0.55712,0.014982,0.148424,0.109883,-0.028424
41.4,homing,0.607976,0.014968,-0.310399,0.34831,0.0,0.55678,0.014968,0.148606,0.109941,-0.028606
41.45,homing,0.607479,0.014949,-0.310142,0.347886,0.0,0.556342,0.014949,0.148841,0.110017,-0.028841
41.5,homing,0.606872,0.014927,-0.309829,0.347367,0.0,0.555808,0.014927,0.149128,0.110113,-0.029128
41.55,homing,0.606155,0.014901,-0.30946,0.346755,0.0,0.555178,0.014901,0.149466,0.11023,-0.029466
41.6,homing,0.605329,0.01487,-0.309034,0.34605,0.0,0.554451,0.01487,0.149856,0.110371,-0.029856
41.65,homing,0.604394,0.014836,-0.308551,0.345252,0.0,0.553629,0.014836,0.150298,0.110538,-0.030298
41.7,homing,0.603351,0.014798,-0.308014,0.344361,0.0,0.552712,0.014798,0.150791,0.110733,-0.030791
41.75,homing,0.6022,0.014756,-0.30742,0.343379,0.0,0.551699,0.014756,0.151334,0.110959,-0.031334
41.8,homing,0.600942,0.014709,-0.306771,0.342305,0.0,0.550593,0.014709,0.151929,0.11122,-0.031929
41.85,homing,0.599578,0.014659,-0.306068,0.34114,0.0,0.549393,0.014659,0.152574,0.111518,-0.032574
41.9,homing,0.598108,0.014605,-0.305309,0.339885,0.0,0.548101,0.014606,0.153269,0.111857,-0.033269
41.95,homing,0.596533,0.014548,-0.304497,0.33854,0.0,0.546716,0.014548,0.154014,0.112241,-0.034014
42.0,homing,0.594854,0.014486,-0.303631,0.337107,0.0,0.54524,0.014486,0.154809,0.112674,-0.034809
42.05,homing,0.593072,0.014421,-0.302712,0.335585,0.0,0.543673,0.014421,0.155653,0.113158,-0.035653
42.1,homing,0.591187,0.014352,-0.301741,0.333977,0.0,0.542017,0.014352,0.156545,0.113699,-0.036545
42.15,homing,0.589202,0.014279,-0.300717,0.332282,0.0,0.540272,0.014279,0.157486,0.1143,-0.037486
42.2,homing,0.587117,0.014202,-0.299641,0.330501,0.0,0.538439,0.014202,0.158475,0.114966,-0.038475
42.25,homing,0.584932,0.014122,-0.298515,0.328636,0.0,0.536519,0.014122,0.159511,0.115699,-0.039511
42.3,homing,0.58265,0.014038,-0.297338,0.326688,0.0,0.534514,0.014038,0.160593,0.116505,-0.040593
42.35,homing,0.580272,0.013951,-0.296111,0.324657,0.0,0.532424,0.013951,0.161723,0.117387,-0.041723
42.4,homing,0.577798,0.01386,-0.294835,0.322545,0.0,0.530251,0.01386,0.162898,0.118348,-0.042898
42.45,homing,0.57523,0.013766,-0.293511,0.320353,0.0,0.527995,0.013766,0.164118,0.119392,-0.044118
42.5,homing,0.57257,0.013669,-0.292139,0.318082,0.0,0.525658,0.013669,0.165383,0.120523,-0.045383
42.55,homing,0.569819,0.013568,-0.29072,0.315733,0.0,0.523242,0.013568,0.166692,0.121744,-0.046692
42.6,homing,0.566978,0.013463,-0.289255,0.313308,0.0,0.520747,0.013463,0.168045,0.123056,-0.048045
42.65,homing,0.564049,0.013356,-0.287745,0.310807,0.0,0.518175,0.013356,0.16944,0.124464,-0.04944
42.7,homing,0.561034,0.013245,-0.28619,0.308233,0.0,0.515527,0.013245,0.170877,0.125969,-0.050877
42.75,homing,0.557934,0.013132,-0.284591,0.305586,0.0,0.512806,0.013132,0.172356,0.127573,-0.052356
42.8,homing,0.55475,0.013015,-0.28295,0.302869,0.0,0.510012,0.013015,0.173876,0.129277,-0.053876
42.85,homing,0.551486,0.012895,-0.281266,0.300081,0.0,0.507146,0.012895,0.175435,0.131084,-0.055435
42.9,homing,0.548142,0.012772,-0.279541,0.297226,0.0,0.504211,0.012772,0.177034,0.132993,-0.057034
42.95,homing,0.54472,0.012647,-0.277777,0.294305,0.0,0.501208,0.012647,0.178671,0.135006,-0.058671
43.0,homing,0.541222,0.012518,-0.275973,0.291318,0.0,0.498139,0.012519,0.180346,0.137122,-0.060346
43.05,homing,0.537649,0.012387,-0.27413,0.288269,0.0,0.495006,0.012387,0.182057,0.139342,-0.062057
43.1,homing,0.534005,0.012254,-0.272251,0.285157,0.0,0.491809,0.012254,0.183804,0.141665,-0.063804
43.15,homing,0.530291,0.012117,-0.270335,0.281986,0.0,0.488551,0.012117,0.185587,0.14409,-0.065587
43.2,homing,0.526508,0.011979,-0.268385,0.278757,0.0,0.485234,0.011979,0.187404,0.146617,-0.067404
43.25,homing,0.52266,0.011837,-0.2664,0.275471,0.0,0.48186,0.011838,0.189254,0.149244,-0.069254
43.3,homing,0.518747,0.011694,-0.264382,0.27213,0.0,0.478429,0.011694,0.191136,0.15197,-0.071136
43.35,homing,0.514772,0.011548,-0.262332,0.268737,0.0,0.474945,0.011548,0.19305,0.154792,-0.07305
43.4,homing,0.510738,0.0114,-0.260252,0.265293,0.0,0.471409,0.0114,0.194994,0.157709,-0.074994
43.45,homing,0.506646,0.01125,-0.258141,0.261799,0.0,0.467823,0.01125,0.196968,0.160719,-0.076968
43.5,homing,0.502499,0.011098,-0.256003,0.258259,0.0,0.464189,0.011098,0.19897,0.16382,-0.07897
43.55,homing,0.498298,0.010944,-0.253837,0.254673,0.0,0.460509,0.010944,0.201,0.167008,-0.081
43.6,homing,0.494047,0.010788,-0.251644,0.251043,0.0,0.456785,0.010788,0.203056,0.170281,-0.083056
43.65,homing,0.489747,0.01063,-0.249427,0.247372,0.0,0.453019,0.01063,0.205138,0.173636,-0.085138
43.7,homing,0.485402,0.010471,-0.247185,0.243662,0.0,0.449213,0.010471,0.207244,0.177072,-0.087244
43.75,homing,0.481012,0.01031,-0.244922,0.239914,0.0,0.445369,0.01031,0.209373,0.180583,-0.089373
43.8,homing,0.476581,0.010147,-0.242636,0.236131,0.0,0.441489,0.010147,0.211524,0.184168,-0.091524
43.85,homing,0.47211,0.009983,-0.240331,0.232314,0.0,0.437576,0.009983,0.213697,0.187823,-0.093697
43.9,homing,0.467603,0.009818,-0.238007,0.228467,0.0,0.433631,0.009818,0.215889,0.191546,-0.095889
43.95,homing,0.463062,0.009651,-0.235665,0.22459,0.0,0.429656,0.009651,0.218101,0.195332,-0.098101
44.0,homing,0.458489,0.009483,-0.233306,0.220685,0.0,0.425654,0.009483,0.22033,0.199178,-0.10033
44.05,homing,0.453887,0.009314,-0.230933,0.216756,0.0,0.421628,0.009314,0.222575,0.203082,-0.102575
44.1,homing,0.449258,0.009145,-0.228546,0.212804,0.0,0.417578,0.009145,0.224836,0.20704,-0.104836
44.15,homing,0.444605,0.008974,-0.226146,0.208832,0.0,0.413507,0.008974,0.227111,0.211049,-0.107111
44.2,homing,0.43993,0.008802,-0.223735,0.20484,0.0,0.409418,0.008802,0.229399,0.215104,-0.109399
44.25,homing,0.435235,0.00863,-0.221314,0.200833,0.0,0.405313,0.00863,0.231699,0.219204,-0.111699
44.3,homing,0.430525,0.008457,-0.218885,0.196811,0.0,0.401193,0.008457,0.234009,0.223344,-0.114009
44.35,homing,0.4258,0.008284,-0.216448,0.192777,0.0,0.397062,0.008284,0.236329,0.227521,-0.116329
44.4,homing,0.421063,0.00811,-0.214005,0.188733,0.0,0.392921,0.00811,0.238657,0.231732,-0.118657
44.45,homing,0.416317,0.007936,-0.211558,0.184681,0.0,0.388772,0.007936,0.240991,0.235973,-0.120991
44.5,homing,0.411565,0.007762,-0.209107,0.180624,0.0,0.384619,0.007762,0.243332,0.240241,-0.123332
44.55,homing,0.406809,0.007587,-0.206654,0.176564,0.0,0.380462,0.007587,0.245676,0.244534,-0.125676
44.6,homing,0.402052,0.007413,-0.204201,0.172502,0.0,0.376305,0.007413,0.248024,0.248846,-0.128024
44.65,homing,0.397296,0.007238,-0.201748,0.168442,0.0,0.372149,0.007238,0.250373,0.253176,-0.130373
44.7,homing,0.392544,0.007064,-0.199298,0.164385,0.0,0.367997,0.007064,0.252723,0.25752,-0.132723
44.75,homing,0.387798,0.00689,-0.19685,0.160333,0.0,0.363851,0.00689,0.255072,0.261875,-0.135072
44.8,homing,0.383062,0.006716,-0.194407,0.156289,0.0,0.359714,0.006716,0.257419,0.266237,-0.137419
44.85,homing,0.378337,0.006543,-0.191971,0.152255,0.0,0.355587,0.006543,0.259763,0.270604,-0.139763
44.9,homing,0.373626,0.00637,-0.189541,0.148233,0.0,0.351472,0.00637,0.262102,0.274972,-0.142102
44.95,homing,0.368932,0.006198,-0.18712,0.144226,0.0,0.347373,0.006198,0.264436,0.279338,-0.144436
45.0,homing,0.364257,0.006026,-0.184709,0.140234,0.0,0.34329,0.006026,0.266762,0.283699,-0.146762
45.05,homing,0.359603,0.005855,-0.18231,0.136262,0.0,0.339227,0.005855,0.269079,0.288052,-0.149079
45.1,homing,0.354974,0.005686,-0.179922,0.13231,0.0,0.335186,0.005686,0.271387,0.292394,-0.151387
45.15,homing,0.350372,0.005517,-0.177549,0.12838,0.0,0.331168,0.005517,0.273684,0.296722,-0.153684
45.2,homing,0.345799,0.005349,-0.175191,0.124476,0.0,0.327176,0.005349,0.275969,0.301033,-0.155969
45.25,homing,0.341258,0.005182,-0.172849,0.120599,0.0,0.323212,0.005182,0.278239,0.305324,-0.158239
45.3,homing,0.336751,0.005017,-0.170524,0.116751,0.0,0.319278,0.005017,0.280495,0.309592,-0.160495
45.35,homing,0.332281,0.004853,-0.168219,0.112935,0.0,0.315377,0.004853,0.282735,0.313834,-0.162735
45.4,homing,0.32785,0.00469,-0.165934,0.109152,0.0,0.311509,0.00469,0.284958,0.318048,-0.164958
45.45,homing,0.32346,0.004529,-0.16367,0.105404,0.0,0.307678,0.004529,0.287161,0.32223,-0.167161
45.5,homing,0.319114,0.00437,-0.161429,0.101694,0.0,0.303886,0.00437,0.289345,0.326378,-0.169345
45.55,homing,0.314814,0.004212,-0.159211,0.098023,0.0,0.300134,0.004212,0.291508,0.33049,-0.171508
45.6,homing,0.310563,0.004056,-0.157019,0.094393,0.0,0.296425,0.004056,0.293648,0.334561,-0.173648
45.65,homing,0.306363,0.003902,-0.154853,0.090807,0.0,0.29276,0.003902,0.295764,0.338591,-0.175764
45.7,homing,0.302215,0.00375,-0.152714,0.087266,0.0,0.289142,0.00375,0.297856,0.342576,-0.177856
45.75,homing,0.298123,0.0036,-0.150604,0.083773,0.0,0.285572,0.0036,0.299921,0.346513,-0.179921
45.8,homing,0.294089,0.003452,-0.148523,0.080329,0.0,0.282053,0.003452,0.30196,0.3504,-0.18196
45.85,homing,0.290115,0.003306,-0.146473,0.076935,0.0,0.278586,0.003306,0.303969,0.354236,-0.183969
45.9,homing,0.286202,0.003163,-0.144455,0.073595,0.0,0.275173,0.003163,0.30595,0.358016,-0.18595
45.95,homing,0.282353,0.003021,-0.142471,0.070309,0.0,0.271815,0.003021,0.307899,0.361739,-0.187899
46.0,homing,0.278571,0.002883,-0.14052,0.06708,0.0,0.268516,0.002883,0.309816,0.365402,-0.189816
46.05,homing,0.274856,0.002746,-0.138604,0.063909,0.0,0.265276,0.002746,0.311701,0.369004,-0.191701
46.1,homing,0.271212,0.002613,-0.136725,0.060797,0.0,0.262098,0.002613,0.313551,0.372541,-0.193551
46.15,homing,0.26764,0.002482,-0.134883,0.057748,0.0,0.258983,0.002482,0.315366,0.376012,-0.195366
46.2,homing,0.264142,0.002353,-0.133079,0.054761,0.0,0.255932,0.002353,0.317145,0.379414,-0.197145
46.25,homing,0.26072,0.002228,-0.131314,0.05184,0.0,0.252947,0.002228,0.318887,0.382745,-0.198887
46.3,homing,0.257376,0.002105,-0.129589,0.048984,0.0,0.250031,0.002105,0.32059,0.386004,-0.20059
46.35,homing,0.254111,0.001985,-0.127906,0.046197,0.0,0.247184,0.001985,0.322253,0.389188,-0.202253
46.4,homing,0.250928,0.001868,-0.126264,0.04348,0.0,0.244408,0.001868,0.323877,0.392295,-0.203877
46.45,homing,0.247828,0.001755,-0.124665,0.040833,0.0,0.241704,0.001755,0.325459,0.395324,-0.205459
46.5,homing,0.244812,0.001644,-0.12311,0.038259,0.0,0.239075,0.001644,0.326998,0.398272,-0.206998
46.55,homing,0.241884,0.001537,-0.1216,0.035758,0.0,0.236521,0.001537,0.328495,0.401137,-0.208495
46.6,homing,0.239043,0.001432,-0.120135,0.033333,0.0,0.234044,0.001432,0.329948,0.403918,-0.209948
46.65,homing,0.236292,0.001331,-0.118716,0.030984,0.0,0.231645,0.001331,0.331355,0.406614,-0.211355
46.7,homing,0.233631,0.001234,-0.117344,0.028713,0.0,0.229325,0.001234,0.332717,0.409222,-0.212717
46.75,homing,0.231064,0.00114,-0.11602,0.026521,0.0,0.227086,0.00114,0.334032,0.41174,-0.214032
46.8,homing,0.22859,0.001049,-0.114744,0.024409,0.0,0.224929,0.001049,0.3353,0.414168,-0.2153
46.85,homing,0.226211,0.000962,-0.113517,0.022378,0.0,0.222855,0.000962,0.336519,0.416504,-0.216519
46.9,homing,0.223929,0.000878,-0.112341,0.020429,0.0,0.220865,0.000878,0.33769,0.418747,-0.21769
46.95,homing,0.221745,0.000798,-0.111214,0.018565,0.0,0.21896,0.000798,0.338811,0.420894,-0.218811
47.0,homing,0.219659,0.000721,-0.110139,0.016784,0.0,0.217142,0.000721,0.339882,0.422945,-0.219882
47.05,homing,0.217674,0.000648,-0.109115,0.015089,0.0,0.215411,0.000648,0.340902,0.424898,-0.220902
47.1,homing,0.21579,0.000579,-0.108143,0.01348,0.0,0.213768,0.000579,0.34187,0.426753,-0.22187
47.15,homing,0.214008,0.000514,-0.107224,0.011959,0.0,0.212214,0.000514,0.342786,0.428508,-0.222786
47.2,homing,0.212329,0.000452,-0.106358,0.010526,0.0,0.21075,0.000452,0.343649,0.430161,-0.223649
47.25,homing,0.210754,0.000395,-0.105546,0.009181,0.0,0.209377,0.000395,0.34446,0.431713,-0.22446
47.3,homing,0.209284,0.000341,-0.104788,0.007926,0.0,0.208095,0.000341,0.345216,0.433162,-0.225216
47.35,homing,0.207919,0.000291,-0.104084,0.006761,0.0,0.206905,0.000291,0.345919,0.434507,-0.225919
47.4,homing,0.206661,0.000244,-0.103435,0.005687,0.0,0.205808,0.000244,0.346566,0.435748,-0.226566
47.45,homing,0.20551,0.000202,-0.102842,0.004705,0.0,0.204805,0.000202,0.347159,0.436883,-0.227159
47.5,homing,0.204467,0.000164,-0.102304,0.003814,0.0,0.203895,0.000164,0.347696,0.437913,-0.227696
47.55,homing,0.203532,0.00013,-0.101822,0.003016,0.0,0.20308,0.00013,0.348178,0.438835,-0.228178
47.6,homing,0.202706,9.9e-05,-0.101396,0.002311,0.0,0.20236,9.9e-05,0.348604,0.439651,-0.228604
47.65,homing,0.20199,7.3e-05,-0.101026,0.001699,0.0,0.201735,7.3e-05,0.348973,0.440358,-0.228973
47.7,homing,0.201382,5.1e-05,-0.100713,0.00118,0.0,0.201205,5.1e-05,0.349287,0.440958,-0.229287
47.75,homing,0.200885,3.2e-05,-0.100456,0.000756,0.0,0.200772,3.2e-05,0.349543,0.441449,-0.229543
47.8,homing,0.200498,1.8e-05,-0.100257,0.000425,0.0,0.200434,1.8e-05,0.349742,0.441831,-0.229742
47.85,homing,0.200221,8e-06,-0.100114,0.000189,0.0,0.200193,8e-06,0.349885,0.442104,-0.229885
47.9,homing,0.200055,2e-06,-0.100029,4.7e-05,0.0,0.200048,2e-06,0.349971,0.442268,-0.229971
47.95,homing,0.2,0.0,-0.1,0.0,0.0,0.2,0.0,0.349999,0.442323,-0.229999
